wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
mazowieckie;gostyniñski;31069;0;14344;0;t1404
mazowieckie;grodziski;103330;117;45922;14;t1405
mazowieckie;grójecki;113703;172;51694;27;t1406
mazowieckie;kozienicki;48178;59;22055;10;t1407
mazowieckie;legionowski;85507;217;35537;15;t1408
mazowieckie;lipski;28662;48;13128;17;t1409
mazowieckie;³osicki;20485;39;9437;13;t1410
mazowieckie;makowski;45650;13;20134;0;t1411
mazowieckie;miñski;139701;120;60889;14;t1412
mazowieckie;m³awski;66788;130;30597;18;t1413
mazowieckie;nowodworski;122916;85;54844;13;t1414
mazowieckie;ostro³êcki;53525;29;24396;3;t1415
mazowieckie;ostrowski;54660;103;26000;18;t1416
mazowieckie;otwocki;101829;233;46535;35;t1417
mazowieckie;piaseczyñski;267026;714;118760;83;t1418
mazowieckie;p³ocki;92562;19;42620;5;t1419
mazowieckie;p³oñski;85769;81;38739;22;t1420
mazowieckie;pruszkowski;148879;213;67082;14;t1421
mazowieckie;przasnyski;54144;2;25054;0;t1422
mazowieckie;przysuski;31241;24;14311;2;t1423
mazowieckie;pu³tuski;50463;65;23179;7;t1424
mazowieckie;radomski;69475;58;31693;8;t1425
mazowieckie;siedlecki;33583;36;15598;9;t1426
mazowieckie;sierpecki;48176;6;22359;0;t1427
mazowieckie;sochaczewski;89495;169;41034;24;t1428
mazowieckie;soko³owski;46027;35;20721;1;t1429
mazowieckie;szyd³owiecki;23162;43;9758;4;t1430
mazowieckie;warszawski zachodni;125396;252;56951;22;t1432
mazowieckie;wêgrowski;50409;12;23229;4;t1433
mazowieckie;wo³omiñski;231745;492;100710;93;t1434
mazowieckie;wyszkowski;68235;99;31385;9;t1435
mazowieckie;zwoleñski;30557;6;14215;0;t1436
mazowieckie;¿uromiñski;31691;0;15215;0;t1437
mazowieckie;¿yrardowski;63266;167;28316;15;t1438
mazowieckie;Ostro³êka;77384;145;34947;9;t1461
mazowieckie;P³ock;142616;285;62347;25;t1462
mazowieckie;Radom;253887;594;112156;91;t1463
mazowieckie;Siedlce;126008;282;57425;24;t1464
mazowieckie;Warszawa;2814103;5711;1247280;523;t1465
opolskie;brzeski;76480;154;34701;19;t1601
opolskie;g³ubczycki;44848;41;20142;0;t1602
opolskie;kêdzierzyñsko-kozielski;86509;75;39309;16;t1603
opolskie;kluczborski;58930;87;26912;9;t1604
opolskie;krapkowicki;103155;194;46094;9;t1605
opolskie;namys³owski;30530;14;13898;0;t1606
opolskie;nyski;101205;65;46462;2;t1607
opolskie;oleski;52013;32;24104;2;t1608
opolskie;opolski;71416;96;31922;14;t1609
opolskie;prudnicki;43211;103;19373;22;t1610
opolskie;strzelecki;61871;164;27505;18;t1611
opolskie;Opole;204535;325;91132;37;t1661
podkarpackie;bieszczadzki;11355;49;5174;9;t1801
podkarpackie;brzozowski;49729;48;22544;7;t1802
podkarpackie;dêbicki;70789;122;29742;11;t1803
podkarpackie;jaros³awski;64981;140;28136;24;t1804
podkarpackie;jasielski;66506;112;28379;13;t1805
podkarpackie;kolbuszowski;24474;48;11067;8;t1806
podkarpackie;kroœnieñski;53382;19;24891;6;t1807
podkarpackie;le¿ajski;45081;47;19731;11;t1808
podkarpackie;lubaczowski;36656;135;16299;14;t1809
podkarpackie;³añcucki;45568;90;20813;9;t1810
podkarpackie;mielecki;93225;80;43154;9;t1811
podkarpackie;ni¿añski;35807;52;16651;24;t1812
podkarpackie;przemyski;21217;10;10073;0;t1813
podkarpackie;przeworski;32989;39;15203;3;t1814
podkarpackie;ropczycko-sêdziszowski;42419;88;18577;8;t1815
podkarpackie;rzeszowski;59896;76;26749;6;t1816
podkarpackie;sanocki;42482;47;18621;13;t1817
podkarpackie;stalowowolski;81121;129;36396;13;t1818
podkarpackie;strzy¿owski;29982;50;14106;0;t1819
podkarpackie;tarnobrzeski;17992;43;7729;3;t1820
podkarpackie;leski;15322;0;7063;0;t1821
podkarpackie;Krosno;48527;87;21929;5;t1861
podkarpackie;Przemyœl;53103;152;22306;30;t1862
podkarpackie;Rzeszów;606456;760;270400;103;t1863
podkarpackie;Tarnobrzeg;67583;214;30250;22;t1864
podlaskie;augustowski;47151;42;20929;0;t2001
podlaskie;bia³ostocki;69792;21;31521;8;t2002
podlaskie;bielski;40854;69;18242;15;t2003
podlaskie;grajewski;31170;21;14417;1;t2004
podlaskie;hajnowski;32621;92;14397;3;t2005
podlaskie;kolneñski;24634;22;11143;0;t2006
podlaskie;³om¿yñski;17200;0;8006;0;t2007
podlaskie;moniecki;25393;108;11465;10;t2008
podlaskie;sejneñski;13233;5;6004;0;t2009
podlaskie;siemiatycki;34232;32;15930;8;t2010
podlaskie;sokólski;47395;46;21938;10;t2011
podlaskie;suwalski;9385;18;4330;6;t2012
podlaskie;wysokomazowiecki;51692;49;23719;21;t2013
podlaskie;zambrowski;30763;13;13460;6;t2014
podlaskie;Bia³ystok;535796;750;235868;140;t2061
podlaskie;£om¿a;75199;194;33981;15;t2062
podlaskie;Suwa³ki;64684;388;27674;62;t2063
pomorskie;bytowski;73936;165;32927;29;t2201
pomorskie;chojnicki;94529;199;42791;18;t2202
pomorskie;cz³uchowski;44971;77;19355;0;t2203
pomorskie;gdañski;65741;125;29926;8;t2204
pomorskie;kartuski;101595;23;46018;0;t2205
pomorskie;koœcierski;69118;84;31557;11;t2206
pomorskie;kwidzyñski;70268;47;31832;12;t2207
pomorskie;lêborski;63969;103;28339;10;t2208
pomorskie;malborski;45959;184;20877;55;t2209
pomorskie;nowodworski;35604;0;15944;0;t2210
pomorskie;pucki;64301;137;29103;27;t2211
pomorskie;s³upski;51085;88;23106;4;t2212
pomorskie;starogardzki;109940;215;49653;17;t2213
pomorskie;tczewski;92103;124;40166;15;t2214
pomorskie;wejherowski;174629;242;78656;35;t2215
pomorskie;sztumski;46078;49;20425;7;t2216
pomorskie;Gdañsk;886655;1559;399493;128;t2261
pomorskie;Gdynia;316933;738;135056;62;t2262
pomorskie;S³upsk;126195;198;56976;53;t2263
pomorskie;Sopot;102305;214;45956;7;t2264
œl¹skie;bêdziñski;122612;318;54922;33;t2401
œl¹skie;bielski;117935;31;51101;7;t2402
œl¹skie;cieszyñski;172305;132;77682;10;t2403
œl¹skie;czêstochowski;96871;114;44428;15;t2404
œl¹skie;gliwicki;145710;197;61444;20;t2405
œl¹skie;k³obucki;62513;92;28089;8;t2406
œl¹skie;lubliniecki;59138;24;26357;1;t2407
œl¹skie;miko³owski;44439;51;20482;4;t2408
œl¹skie;myszkowski;60635;22;27817;7;t2409
œl¹skie;pszczyñski;71171;109;32476;10;t2410
œl¹skie;raciborski;96712;201;43483;35;t2411
œl¹skie;rybnicki;28385;0;13359;0;t2412
œl¹skie;tarnogórski;159107;241;73198;31;t2413
œl¹skie;bieruñsko-lêdziñski;42055;35;19350;2;t2414
œl¹skie;wodzis³awski;135113;270;60736;35;t2415
œl¹skie;zawierciañski;113297;114;50224;20;t2416
œl¹skie;¿ywiecki;114680;43;53017;8;t2417
œl¹skie;Bielsko-Bia³a;239110;447;107107;78;t2461
œl¹skie;Bytom;157160;266;70251;45;t2462
œl¹skie;Chorzów;126706;249;56002;32;t2463
œl¹skie;Czêstochowa;287010;628;127978;60;t2464
œl¹skie;D¹browa Górnicza;100208;227;44576;16;t2465
œl¹skie;Gliwice;296692;446;134139;41;t2466
œl¹skie;Jastrzêbie-Zdrój;65529;149;29130;8;t2467
œl¹skie;Jaworzno;99034;159;44301;10;t2468
œl¹skie;Katowice;626539;948;281719;109;t2469
œl¹skie;Mys³owice;55367;96;25229;12;t2470
œl¹skie;Piekary Œl¹skie;42983;144;19263;25;t2471
œl¹skie;Ruda Œl¹ska;193302;240;90560;19;t2472
œl¹skie;Rybnik;76950;161;33852;24;t2473
œl¹skie;Siemianowice Œl¹skie;95304;200;43583;19;t2474
œl¹skie;Sosnowiec;235434;669;103655;68;t2475
œl¹skie;Œwiêtoch³owice;44905;79;20303;11;t2476
œl¹skie;Tychy;123557;258;57037;36;t2477
œl¹skie;Zabrze;150893;238;64534;25;t2478
œl¹skie;¯ory;67244;96;30482;1;t2479
œwiêtokrzyskie;buski;57808;60;25923;10;t2601
œwiêtokrzyskie;jêdrzejowski;83134;10;38309;0;t2602
œwiêtokrzyskie;kazimierski;28043;30;12564;5;t2603
œwiêtokrzyskie;kielecki;128289;56;56900;2;t2604
œwiêtokrzyskie;konecki;63411;56;28310;15;t2605
œwiêtokrzyskie;opatowski;39540;31;17985;8;t2606
œwiêtokrzyskie;ostrowiecki;98918;169;44242;10;t2607
œwiêtokrzyskie;piñczowski;39506;46;16437;0;t2608
œwiêtokrzyskie;sandomierski;83795;64;38078;3;t2609
œwiêtokrzyskie;skar¿yski;57326;57;25975;12;t2610
œwiêtokrzyskie;starachowicki;68788;59;31132;2;t2611
œwiêtokrzyskie;staszowski;40520;6;18345;0;t2612
œwiêtokrzyskie;w³oszczowski;49883;86;22326;3;t2613
œwiêtokrzyskie;Kielce;308998;364;137031;52;t2661
warmiñsko-mazurskie;bartoszycki;59829;72;26868;7;t2801
warmiñsko-mazurskie;braniewski;33083;17;15406;3;t2802
warmiñsko-mazurskie;dzia³dowski;57101;65;26135;3;t2803
warmiñsko-mazurskie;elbl¹ski;41351;0;19366;0;t2804
warmiñsko-mazurskie;e³cki;91406;90;38028;16;t2805
warmiñsko-mazurskie;gi¿ycki;48276;52;22198;6;t2806
warmiñsko-mazurskie;i³awski;75161;10;33596;0;t2807
warmiñsko-mazurskie;kêtrzyñski;47879;119;21972;9;t2808
warmiñsko-mazurskie;lidzbarski;33171;0;15302;0;t2809
warmiñsko-mazurskie;mr¹gowski;33222;67;14609;3;t2810
warmiñsko-mazurskie;nidzicki;53970;48;20496;7;t2811
warmiñsko-mazurskie;nowomiejski;41087;18;18616;1;t2812
warmiñsko-mazurskie;olecki;27509;0;12684;0;t2813
warmiñsko-mazurskie;olsztyñski;104505;24;47342;2;t2814
warmiñsko-mazurskie;ostródzki;76907;121;35306;22;t2815
warmiñsko-mazurskie;piski;56004;135;24883;18;t2816
warmiñsko-mazurskie;szczycieñski;60702;72;27809;14;t2817
warmiñsko-mazurskie;go³dapski;21017;7;9374;1;t2818
warmiñsko-mazurskie;wêgorzewski;22500;12;10437;1;t2819
warmiñsko-mazurskie;Elbl¹g;140085;363;63276;56;t2861
warmiñsko-mazurskie;Olsztyn;254055;393;110770;53;t2862
wielkopolskie;chodzieski;43887;34;19905;5;t3001
wielkopolskie;czarnkowsko-trzcianecki;94732;49;43075;1;t3002
wielkopolskie;gnieŸnieñski;157897;177;72843;22;t3003
wielkopolskie;gostyñski;84021;74;38974;10;t3004
wielkopolskie;grodziski;39813;0;18990;0;t3005
wielkopolskie;jarociñski;61227;76;28613;13;t3006
wielkopolskie;kaliski;67830;16;31592;3;t3007
wielkopolskie;kêpiñski;48833;34;22381;0;t3008
wielkopolskie;kolski;72758;27;32453;0;t3009
wielkopolskie;koniñski;84310;36;37693;10;t3010
wielkopolskie;koœciañski;71130;241;32809;20;t3011
wielkopolskie;krotoszyñski;68134;59;31614;12;t3012
wielkopolskie;leszczyñski;22281;24;10287;4;t3013
wielkopolskie;miêdzychodzki;36683;0;17012;0;t3014
wielkopolskie;nowotomyski;68438;36;31451;1;t3015
wielkopolskie;obornicki;89391;95;38463;26;t3016
wielkopolskie;ostrowski;144077;218;63236;38;t3017
wielkopolskie;ostrzeszowski;49263;39;21529;2;t3018
wielkopolskie;pilski;109579;75;50465;10;t3019
wielkopolskie;pleszewski;69066;26;31822;9;t3020
wielkopolskie;poznañski;227751;440;102693;94;t3021
wielkopolskie;rawicki;59631;64;26714;8;t3022
wielkopolskie;s³upecki;47551;115;21349;20;t3023
wielkopolskie;szamotulski;77238;97;34755;9;t3024
wielkopolskie;œredzki;70164;128;32662;17;t3025
wielkopolskie;œremski;39701;75;17983;16;t3026
wielkopolskie;turecki;65216;72;30080;15;t3027
wielkopolskie;w¹growiecki;35633;101;16532;14;t3028
wielkopolskie;wolsztyñski;55434;168;25523;20;t3029
wielkopolskie;wrzesiñski;72995;112;32849;16;t3030
wielkopolskie;z³otowski;47971;15;21485;0;t3031
wielkopolskie;Kalisz;120207;211;54576;20;t3061
wielkopolskie;Konin;112290;187;50393;14;t3062
wielkopolskie;Leszno;80919;35;34612;2;t3063
wielkopolskie;Poznañ;1213665;1571;547835;139;t3064
zachodniopomorskie;bia³ogardzki;47919;171;21497;7;t3201
zachodniopomorskie;choszczeñski;42433;128;18645;17;t3202
zachodniopomorskie;drawski;62986;121;27923;10;t3203
zachodniopomorskie;goleniowski;71153;243;31510;54;t3204
zachodniopomorskie;gryficki;40358;45;17885;2;t3205
zachodniopomorskie;gryfiñski;63877;46;28668;7;t3206
zachodniopomorskie;kamieñski;53484;230;23847;30;t3207
zachodniopomorskie;ko³obrzeski;100238;24;44907;4;t3208
zachodniopomorskie;koszaliñski;38038;0;16752;0;t3209
zachodniopomorskie;myœliborski;45874;138;20442;30;t3210
zachodniopomorskie;policki;55180;80;25143;20;t3211
zachodniopomorskie;pyrzycki;31873;56;14774;2;t3212
zachodniopomorskie;s³awieñski;58048;108;25720;9;t3213
zachodniopomorskie;stargardzki;101098;175;44705;15;t3214
zachodniopomorskie;szczecinecki;91036;110;39933;14;t3215
zachodniopomorskie;œwidwiñski;45950;113;19219;15;t3216
zachodniopomorskie;wa³ecki;42880;70;20025;8;t3217
zachodniopomorskie;³obeski;50024;62;20761;2;t3218
zachodniopomorskie;Koszalin;135457;469;60270;32;t3261
zachodniopomorskie;Szczecin;630848;1269;276214;113;t3262
zachodniopomorskie;Œwinoujœcie;44504;7;20192;0;t3263
Ca³y kraj;;39971172;63575;17874973;7650;t0000
