data;liczba_szczepien_dziennie;dawka_2_dziennie;dawka_1_dziennie;dawka_3_dziennie;dawka_przypomianjaca_dziennie
2020-12-27;2165;0;2165;0;0
2020-12-28;4379;0;4379;0;0
2020-12-29;10020;0;10020;0;0
2020-12-30;20316;0;20316;0;0
2020-12-31;10601;0;10600;1;0
2021-01-01;1351;2;1349;0;0
2021-01-02;2260;0;2260;0;0
2021-01-03;640;0;640;0;0
2021-01-04;40600;2;40598;0;0
2021-01-05;55313;1;55312;0;0
2021-01-06;18749;0;18749;0;0
2021-01-07;30359;1;30358;0;0
2021-01-08;11822;0;11822;0;0
2021-01-09;2261;0;2261;0;0
2021-01-10;994;2;991;1;0
2021-01-11;47615;2;47613;0;0
2021-01-12;63394;0;63394;0;0
2021-01-13;55151;1;55150;0;0
2021-01-14;46569;3;46566;0;0
2021-01-15;26248;1;26247;0;0
2021-01-16;20993;17;20976;0;0
2021-01-17;12070;435;11635;0;0
2021-01-18;28329;2951;25376;2;0
2021-01-19;49434;8128;41306;0;0
2021-01-20;51248;14493;36754;1;0
2021-01-21;53016;14805;38211;0;0
2021-01-22;38197;5268;32929;0;0
2021-01-23;16868;1362;15506;0;0
2021-01-24;5366;557;4809;0;0
2021-01-25;73312;29574;43738;0;0
2021-01-26;132978;48424;84553;1;0
2021-01-27;104822;26624;78198;0;0
2021-01-28;89574;29530;60044;0;0
2021-01-29;43751;16143;27608;0;0
2021-01-30;16269;3126;13143;0;0
2021-01-31;8689;1396;7293;0;0
2021-02-01;57154;33392;23762;0;0
2021-02-02;114753;57540;57213;0;0
2021-02-03;121889;56132;65757;0;0
2021-02-04;107363;51705;55658;0;0
2021-02-05;52108;29704;22404;0;0
2021-02-06;24701;15749;8952;0;0
2021-02-07;16399;10194;6205;0;0
2021-02-08;33130;11779;21351;0;0
2021-02-09;89827;20283;69543;1;0
2021-02-10;113452;45138;68314;0;0
2021-02-11;111940;59116;52823;1;0
2021-02-12;75895;43830;32065;0;0
2021-02-13;35673;15304;20369;0;0
2021-02-14;14729;4885;9844;0;0
2021-02-15;36354;11808;24546;0;0
2021-02-16;71883;34039;37844;0;0
2021-02-17;155255;86039;69214;2;0
2021-02-18;174964;95181;79783;0;0
2021-02-19;103341;50481;52860;0;0
2021-02-20;36023;7741;28282;0;0
2021-02-21;16065;3637;12428;0;0
2021-02-22;43425;4166;39259;0;0
2021-02-23;71952;20620;51332;0;0
2021-02-24;161054;77256;83798;0;0
2021-02-25;175155;90909;84246;0;0
2021-02-26;103760;45797;57963;0;0
2021-02-27;44801;11954;32847;0;0
2021-02-28;18069;5851;12218;0;0
2021-03-01;46148;5434;40714;0;0
2021-03-02;82526;21861;60665;0;0
2021-03-03;156928;68211;88714;3;0
2021-03-04;174131;86103;88028;0;0
2021-03-05;108817;44800;64016;1;0
2021-03-06;49841;12106;37735;0;0
2021-03-07;18021;5404;12617;0;0
