data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2176;0
2020-12-28;4387;0
2020-12-29;10023;0
2020-12-30;20346;0
2020-12-31;10607;0
2021-01-01;1352;0
2021-01-02;2240;0
2021-01-03;648;0
2021-01-04;40650;1
2021-01-05;55416;0
2021-01-06;18768;0
2021-01-07;30385;0
2021-01-08;11834;0
2021-01-09;2262;0
2021-01-10;992;0
2021-01-11;47677;3
2021-01-12;63488;0
2021-01-13;55169;0
2021-01-14;46583;1
2021-01-15;26272;0
2021-01-16;20962;17
2021-01-17;12090;431
2021-01-18;28400;2935
2021-01-19;49514;8103
2021-01-20;51152;14439
2021-01-21;53078;14749
2021-01-22;38226;5236
2021-01-23;16853;1360
2021-01-24;5366;556
2021-01-25;73230;29462
2021-01-26;132925;48292
2021-01-27;104778;26533
2021-01-28;89563;29425
2021-01-29;43739;16092
2021-01-30;16277;3112
2021-01-31;8697;1389
2021-02-01;57109;33310
2021-02-02;114696;57362
2021-02-03;121894;55967
2021-02-04;107318;51517
2021-02-05;52031;29600
2021-02-06;24636;15674
2021-02-07;16370;10146
2021-02-08;33123;11743
2021-02-09;89922;20157
2021-02-10;113353;44845
2021-02-11;111668;58746
2021-02-12;75751;43649
2021-02-13;35625;15231
2021-02-14;14712;4868
2021-02-15;36283;11712
2021-02-16;71749;33808
2021-02-17;154633;85291
2021-02-18;174390;94420
2021-02-19;103281;50251
2021-02-20;36043;7706
2021-02-21;16069;3612
2021-02-22;43469;4116
2021-02-23;72012;20537
2021-02-24;160958;76976
2021-02-25;175037;90584
2021-02-26;103698;45590
2021-02-27;44859;11915
2021-02-28;18067;5822
2021-03-01;46181;5408
2021-03-02;82458;21762
2021-03-03;156893;67978
2021-03-04;174001;85810
2021-03-05;108734;44588
2021-03-06;49866;12074
2021-03-07;17998;5388
2021-03-08;34600;3682
2021-03-09;63946;8416
2021-03-10;143516;43008
2021-03-11;162981;68313
2021-03-12;95117;39518
2021-03-13;29985;6726
2021-03-14;11879;3037
2021-03-15;25821;3562
2021-03-16;47928;10726
2021-03-17;134067;43820
2021-03-18;155409;66607
2021-03-19;89472;38887
2021-03-20;29779;10273
2021-03-21;10658;3077
2021-03-22;51961;3971
2021-03-23;118074;19931
2021-03-24;192160;50100
2021-03-25;216569;71689
2021-03-26;162358;40635
2021-03-27;92221;15007
2021-03-28;35744;6922
2021-03-29;80151;9872
2021-03-30;117666;16075
2021-03-31;190993;20688
2021-04-01;205359;19462
2021-04-02;153042;11269
2021-04-03;36403;2752
2021-04-04;3341;351
2021-04-05;3883;526
2021-04-06;126213;8128
2021-04-07;220701;7346
2021-04-08;258674;5832
2021-04-09;220788;4694
2021-04-10;154623;4172
2021-04-11;44778;786
2021-04-12;106509;7018
2021-04-13;186944;23337
2021-04-14;254897;53829
2021-04-15;268132;59253
2021-04-16;201455;28238
2021-04-17;140841;11953
2021-04-18;39812;4035
2021-04-19;109534;13062
2021-04-20;203198;34244
2021-04-21;283191;74451
2021-04-22;306504;79400
2021-04-23;260224;46762
2021-04-24;206157;24484
2021-04-25;56072;9271
2021-04-26;139728;30837
2021-04-27;254050;58714
2021-04-28;345445;99376
2021-04-29;388242;108896
2021-04-30;358037;74999
2021-05-01;121979;15575
2021-05-02;59482;10172
