data;liczba_szczepien_dziennie;dawka_2_dziennie;dawka_1_dziennie;dawka_3_dziennie;dawka_przypomianjaca_dziennie
2020-12-27;2165;0;2165;0;0
2020-12-28;4379;0;4379;0;0
2020-12-29;10021;0;10021;0;0
2020-12-30;20311;0;20311;0;0
2020-12-31;10600;0;10599;1;0
2021-01-01;1351;2;1349;0;0
2021-01-02;2260;0;2260;0;0
2021-01-03;641;0;641;0;0
2021-01-04;40601;2;40599;0;0
2021-01-05;55312;1;55310;1;0
2021-01-06;18749;0;18749;0;0
2021-01-07;30354;1;30353;0;0
2021-01-08;11822;0;11822;0;0
2021-01-09;2261;0;2261;0;0
2021-01-10;994;2;991;1;0
2021-01-11;47609;2;47607;0;0
2021-01-12;63393;0;63393;0;0
2021-01-13;55146;1;55145;0;0
2021-01-14;46565;3;46562;0;0
2021-01-15;26241;1;26240;0;0
2021-01-16;20993;17;20976;0;0
2021-01-17;12071;435;11636;0;0
2021-01-18;28329;2951;25376;2;0
2021-01-19;49434;8128;41306;0;0
2021-01-20;51248;14493;36754;1;0
2021-01-21;53013;14802;38211;0;0
2021-01-22;38195;5267;32928;0;0
2021-01-23;16868;1362;15506;0;0
2021-01-24;5366;557;4809;0;0
2021-01-25;73312;29574;43738;0;0
2021-01-26;132976;48423;84552;1;0
2021-01-27;104821;26624;78197;0;0
2021-01-28;89572;29529;60043;0;0
2021-01-29;43749;16143;27606;0;0
2021-01-30;16269;3126;13143;0;0
2021-01-31;8689;1396;7293;0;0
2021-02-01;57153;33391;23762;0;0
2021-02-02;114753;57540;57213;0;0
2021-02-03;121889;56132;65757;0;0
2021-02-04;107363;51705;55658;0;0
2021-02-05;52107;29703;22404;0;0
2021-02-06;24701;15749;8952;0;0
2021-02-07;16399;10194;6205;0;0
2021-02-08;33131;11780;21351;0;0
2021-02-09;89825;20281;69543;1;0
2021-02-10;113446;45136;68310;0;0
2021-02-11;111939;59116;52822;1;0
2021-02-12;75894;43829;32065;0;0
2021-02-13;35673;15304;20369;0;0
2021-02-14;14729;4885;9844;0;0
2021-02-15;36353;11807;24546;0;0
2021-02-16;71881;34037;37844;0;0
2021-02-17;155255;86039;69214;2;0
2021-02-18;174962;95182;79780;0;0
2021-02-19;103339;50480;52859;0;0
2021-02-20;36023;7741;28282;0;0
2021-02-21;16064;3636;12428;0;0
2021-02-22;43423;4165;39258;0;0
2021-02-23;71951;20619;51332;0;0
2021-02-24;161049;77253;83796;0;0
2021-02-25;175151;90907;84244;0;0
2021-02-26;103758;45797;57961;0;0
2021-02-27;44801;11954;32847;0;0
2021-02-28;18068;5850;12218;0;0
2021-03-01;46146;5434;40712;0;0
2021-03-02;82525;21861;60664;0;0
2021-03-03;156923;68206;88714;3;0
2021-03-04;174129;86102;88027;0;0
2021-03-05;108815;44799;64015;1;0
2021-03-06;49839;12105;37734;0;0
2021-03-07;18021;5404;12617;0;0
