data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2176;0
2020-12-28;4387;0
2020-12-29;10023;0
2020-12-30;20345;0
2020-12-31;10607;0
2021-01-01;1353;2
2021-01-02;2240;0
2021-01-03;648;0
2021-01-04;40637;1
2021-01-05;55379;2
2021-01-06;18760;0
2021-01-07;30385;0
2021-01-08;11834;1
2021-01-09;2262;0
2021-01-10;994;2
2021-01-11;47640;3
2021-01-12;63474;0
2021-01-13;55162;1
2021-01-14;46578;1
2021-01-15;26269;0
2021-01-16;20959;17
2021-01-17;12090;433
2021-01-18;28398;2937
2021-01-19;49517;8111
2021-01-20;51148;14449
2021-01-21;53075;14757
2021-01-22;38239;5255
2021-01-23;16843;1362
2021-01-24;5366;556
2021-01-25;73198;29475
2021-01-26;132878;48285
2021-01-27;104700;26547
2021-01-28;89555;29447
2021-01-29;43730;16112
2021-01-30;16278;3118
2021-01-31;8696;1389
2021-02-01;57124;33331
2021-02-02;114729;57396
2021-02-03;121904;55994
2021-02-04;107359;51583
2021-02-05;52041;29621
2021-02-06;24650;15693
2021-02-07;16392;10175
2021-02-08;33121;11745
2021-02-09;89927;20168
2021-02-10;113353;44866
2021-02-11;111694;58782
2021-02-12;75782;43690
2021-02-13;35625;15242
2021-02-14;14710;4867
2021-02-15;36285;11719
2021-02-16;71728;33806
2021-02-17;154597;85308
2021-02-18;174435;94497
2021-02-19;103292;50294
2021-02-20;36042;7709
2021-02-21;16067;3611
2021-02-22;43350;4119
2021-02-23;71951;20522
2021-02-24;160980;77026
2021-02-25;175029;90668
2021-02-26;103739;45664
2021-02-27;44817;11915
2021-02-28;18063;5824
2021-03-01;46186;5411
2021-03-02;82471;21790
2021-03-03;156915;68024
2021-03-04;174055;85892
2021-03-05;108808;44672
2021-03-06;49866;12078
2021-03-07;17997;5389
2021-03-08;34596;3682
2021-03-09;63941;8425
2021-03-10;143495;43036
2021-03-11;162961;68372
2021-03-12;95109;39548
2021-03-13;29987;6733
2021-03-14;11880;3040
2021-03-15;25819;3566
2021-03-16;47923;10725
2021-03-17;134068;43872
2021-03-18;155377;66652
2021-03-19;89416;38916
2021-03-20;29770;10279
2021-03-21;10658;3078
2021-03-22;51955;3974
2021-03-23;118040;19930
2021-03-24;192151;50138
2021-03-25;216502;71734
2021-03-26;162295;40679
2021-03-27;92214;15013
2021-03-28;35746;6927
2021-03-29;80144;9877
2021-03-30;117635;16087
2021-03-31;190994;20707
2021-04-01;205336;19483
2021-04-02;153054;11296
2021-04-03;36399;2755
2021-04-04;3338;351
2021-04-05;3884;527
2021-04-06;126207;8132
2021-04-07;220662;7353
2021-04-08;258650;5842
2021-04-09;220779;4702
2021-04-10;154601;4175
2021-04-11;44776;786
2021-04-12;106502;7022
2021-04-13;186922;23345
2021-04-14;254873;53863
2021-04-15;268130;59303
2021-04-16;201503;28315
2021-04-17;140841;11957
2021-04-18;39801;4024
2021-04-19;109517;13054
2021-04-20;203213;34288
2021-04-21;283153;74511
2021-04-22;306505;79476
2021-04-23;260210;46791
2021-04-24;206161;24508
2021-04-25;56068;9276
2021-04-26;139728;30848
2021-04-27;254060;58757
2021-04-28;345339;99413
2021-04-29;388106;108952
2021-04-30;358019;75025
2021-05-01;121980;15583
2021-05-02;59476;10173
